prompt_file,database_path,count,exact_match,contains_match,unknown_rate,precision,recall,f1,paired_count,parametric_leakage,retrieval_mediated_correctness,retrieval_artifact_rate
data/custom_databases/countries/prompts/alias/prompts_cloze.jsonl,data/custom_databases/countries/alias.json,600,0.19833333333333333,0.26166666666666666,0.016666666666666666,0.20952558472123692,0.21944444444444447,0.210715034965035,200,0.0,0.09,0.09
data/custom_databases/countries/prompts/alias/prompts_contextual_questions.jsonl,data/custom_databases/countries/alias.json,600,0.235,0.28,0.04833333333333333,0.24367155828920536,0.2638888888888889,0.24594864192469865,200,0.0,0.11,0.11
data/custom_databases/countries/prompts/alias/prompts_continuations.jsonl,data/custom_databases/countries/alias.json,600,0.34833333333333333,0.385,0.19,0.3578387445887446,0.37222222222222223,0.359831265956266,200,0.005,0.185,0.185
data/custom_databases/countries/prompts/alias/prompts_direct_questions.jsonl,data/custom_databases/countries/alias.json,600,0.31666666666666665,0.36333333333333334,0.043333333333333335,0.32675283281533285,0.33888888888888896,0.32823507973507987,200,0.0,0.2,0.2
data/custom_databases/countries/prompts/alias/prompts_fewshot_questions.jsonl,data/custom_databases/countries/alias.json,600,0.11333333333333333,0.145,0.0016666666666666668,0.11841371839542572,0.13,0.11983477633477634,200,0.0,0.09,0.09
data/custom_databases/countries/prompts/alias/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/alias.json,600,0.23166666666666666,0.28833333333333333,0.051666666666666666,0.24183670006464125,0.2569444444444445,0.24318538473337242,200,0.0,0.135,0.135
data/custom_databases/countries/prompts/base/prompts_cloze.jsonl,data/custom_databases/countries/base.json,300,0.10666666666666667,0.20666666666666667,0.016666666666666666,0.11232131185807655,0.1272222222222222,0.1137377108229511,100,0.0,0.01,0.01
data/custom_databases/countries/prompts/base/prompts_contextual_questions.jsonl,data/custom_databases/countries/base.json,300,0.23666666666666666,0.2866666666666667,0.04,0.24672741911872345,0.2627777777777778,0.24843833943833937,100,0.0,0.04,0.04
data/custom_databases/countries/prompts/base/prompts_continuations.jsonl,data/custom_databases/countries/base.json,300,0.2833333333333333,0.3566666666666667,0.17666666666666667,0.30333333333333345,0.34944444444444445,0.31166666666666654,100,0.0,0.01,0.01
data/custom_databases/countries/prompts/base/prompts_direct_questions.jsonl,data/custom_databases/countries/base.json,300,0.22,0.25666666666666665,0.0033333333333333335,0.2301111111111111,0.23611111111111113,0.23182539682539682,100,0.0,0.08,0.08
data/custom_databases/countries/prompts/base/prompts_fewshot_questions.jsonl,data/custom_databases/countries/base.json,300,0.10666666666666667,0.14333333333333334,0.0033333333333333335,0.10712842712842713,0.11333333333333333,0.10752525252525252,100,0.0,0.09,0.09
data/custom_databases/countries/prompts/base/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/base.json,300,0.2,0.27,0.01,0.21306349206349207,0.21944444444444447,0.2147354497354497,100,0.0,0.06,0.06
data/custom_databases/countries/prompts/collision/prompts_cloze.jsonl,data/custom_databases/countries/collision.json,420,0.18333333333333332,0.2761904761904762,0.047619047619047616,0.18969190453959361,0.2134920634920635,0.1916555021806738,140,0.0,0.11428571428571428,0.11428571428571428
data/custom_databases/countries/prompts/collision/prompts_contextual_questions.jsonl,data/custom_databases/countries/collision.json,420,0.26904761904761904,0.32142857142857145,0.03333333333333333,0.2814704457320917,0.30833333333333335,0.2837458829685721,140,0.0,0.10714285714285714,0.10714285714285714
data/custom_databases/countries/prompts/collision/prompts_continuations.jsonl,data/custom_databases/countries/collision.json,420,0.34285714285714286,0.4023809523809524,0.20952380952380953,0.36163179413179425,0.4011904761904762,0.36802142302142293,140,0.0,0.15,0.15
data/custom_databases/countries/prompts/collision/prompts_direct_questions.jsonl,data/custom_databases/countries/collision.json,420,0.2761904761904762,0.32142857142857145,0.004761904761904762,0.29060966810966815,0.30515873015873013,0.29328798185941046,140,0.0,0.16428571428571428,0.16428571428571428
data/custom_databases/countries/prompts/collision/prompts_fewshot_questions.jsonl,data/custom_databases/countries/collision.json,420,0.08571428571428572,0.12142857142857143,0.002380952380952381,0.09077767470624613,0.10039682539682539,0.0917741075349771,140,0.0,0.07857142857142857,0.07857142857142857
data/custom_databases/countries/prompts/collision/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/collision.json,420,0.22380952380952382,0.30714285714285716,0.014285714285714285,0.2457903009688725,0.27301587301587305,0.25102040816326543,140,0.0,0.14285714285714285,0.14285714285714285
data/custom_databases/countries/prompts/noise/prompts_cloze.jsonl,data/custom_databases/countries/noise.json,540,0.2518518518518518,0.34814814814814815,0.012962962962962963,0.2568823898840919,0.2722222222222222,0.2586982793011906,180,0.0,0.32222222222222224,0.32222222222222224
data/custom_databases/countries/prompts/noise/prompts_contextual_questions.jsonl,data/custom_databases/countries/noise.json,540,0.34814814814814815,0.3925925925925926,0.03518518518518519,0.3561455408073765,0.369753086419753,0.3576163375599768,180,0.0,0.37777777777777777,0.37777777777777777
data/custom_databases/countries/prompts/noise/prompts_continuations.jsonl,data/custom_databases/countries/noise.json,540,0.40555555555555556,0.4648148148148148,0.19814814814814816,0.41898504273504267,0.45308641975308633,0.4242425722425721,180,0.0,0.3388888888888889,0.3388888888888889
data/custom_databases/countries/prompts/noise/prompts_direct_questions.jsonl,data/custom_databases/countries/noise.json,540,0.3611111111111111,0.387037037037037,0.003703703703703704,0.36853615520282185,0.37345679012345673,0.3696869488536154,180,0.0,0.45555555555555555,0.45555555555555555
data/custom_databases/countries/prompts/noise/prompts_fewshot_questions.jsonl,data/custom_databases/countries/noise.json,540,0.18333333333333332,0.22592592592592592,0.009259259259259259,0.18762566471594253,0.1969135802469136,0.1881316564427297,180,0.011111111111111112,0.23333333333333334,0.23333333333333334
data/custom_databases/countries/prompts/noise/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/noise.json,540,0.3111111111111111,0.36666666666666664,0.007407407407407408,0.3196803350970018,0.32499999999999996,0.32068018812463256,180,0.0,0.36666666666666664,0.36666666666666664
data/custom_databases/politicians/prompts/alias/prompts_cloze.jsonl,data/custom_databases/politicians/alias.json,720,0.09305555555555556,0.10138888888888889,0.02361111111111111,0.1038755341880342,0.10486111111111111,0.10234567901234569,240,0.0,0.03333333333333333,0.03333333333333333
data/custom_databases/politicians/prompts/alias/prompts_contextual_questions.jsonl,data/custom_databases/politicians/alias.json,720,0.20972222222222223,0.22083333333333333,0.06388888888888888,0.21391088257354882,0.22245370370370368,0.2145926158630865,240,0.0,0.06666666666666667,0.06666666666666667
data/custom_databases/politicians/prompts/alias/prompts_continuations.jsonl,data/custom_databases/politicians/alias.json,720,0.2652777777777778,0.3013888888888889,0.20277777777777778,0.2727341524216525,0.27222222222222225,0.2715488215488216,240,0.0,0.075,0.075
data/custom_databases/politicians/prompts/alias/prompts_direct_questions.jsonl,data/custom_databases/politicians/alias.json,720,0.14166666666666666,0.14583333333333334,0.03888888888888889,0.14765198279087166,0.15162037037037038,0.14791997354497355,240,0.0,0.04583333333333333,0.04583333333333333
data/custom_databases/politicians/prompts/alias/prompts_fewshot_questions.jsonl,data/custom_databases/politicians/alias.json,720,0.0763888888888889,0.08472222222222223,0.0,0.09744979735869184,0.10081018518518516,0.09712032038786424,240,0.008333333333333333,0.04583333333333333,0.04583333333333333
data/custom_databases/politicians/prompts/alias/prompts_paraphrased_questions.jsonl,data/custom_databases/politicians/alias.json,720,0.1125,0.11944444444444445,0.1125,0.11719802188552189,0.12152777777777778,0.11782333135274312,240,0.0,0.041666666666666664,0.041666666666666664
data/custom_databases/politicians/prompts/base/prompts_cloze.jsonl,data/custom_databases/politicians/base.json,360,0.09444444444444444,0.11666666666666667,0.002777777777777778,0.11169458355732864,0.12685185185185185,0.11234829156720283,120,0.0,0.016666666666666666,0.016666666666666666
data/custom_databases/politicians/prompts/base/prompts_contextual_questions.jsonl,data/custom_databases/politicians/base.json,360,0.16111111111111112,0.18055555555555555,0.10555555555555556,0.1857163116673986,0.18981481481481485,0.18441239316239316,120,0.0,0.05,0.05
data/custom_databases/politicians/prompts/base/prompts_continuations.jsonl,data/custom_databases/politicians/base.json,360,0.2361111111111111,0.25833333333333336,0.20555555555555555,0.24074074074074073,0.2435185185185185,0.2411111111111111,120,0.0,0.03333333333333333,0.03333333333333333
data/custom_databases/politicians/prompts/base/prompts_direct_questions.jsonl,data/custom_databases/politicians/base.json,360,0.175,0.18333333333333332,0.03888888888888889,0.17916666666666667,0.17916666666666667,0.17916666666666667,120,0.0,0.025,0.025
data/custom_databases/politicians/prompts/base/prompts_fewshot_questions.jsonl,data/custom_databases/politicians/base.json,360,0.11388888888888889,0.1361111111111111,0.0,0.13865918803418803,0.1476851851851852,0.13782627865961197,120,0.0,0.06666666666666667,0.06666666666666667
data/custom_databases/politicians/prompts/base/prompts_paraphrased_questions.jsonl,data/custom_databases/politicians/base.json,360,0.19166666666666668,0.2111111111111111,0.14444444444444443,0.20722222222222225,0.21296296296296294,0.20675925925925928,120,0.0,0.1,0.1
data/custom_databases/politicians/prompts/collision/prompts_cloze.jsonl,data/custom_databases/politicians/collision.json,480,0.08958333333333333,0.1,0.004166666666666667,0.09627093766799649,0.10868055555555557,0.09780288534206877,160,0.0,0.01875,0.01875
data/custom_databases/politicians/prompts/collision/prompts_contextual_questions.jsonl,data/custom_databases/politicians/collision.json,480,0.18125,0.20208333333333334,0.09375,0.20282890041721563,0.2041666666666667,0.20080929487179489,160,0.0,0.08125,0.08125
data/custom_databases/politicians/prompts/collision/prompts_continuations.jsonl,data/custom_databases/politicians/collision.json,480,0.22291666666666668,0.24166666666666667,0.23125,0.22680555555555557,0.23055555555555554,0.2273611111111111,160,0.0,0.075,0.075
data/custom_databases/politicians/prompts/collision/prompts_direct_questions.jsonl,data/custom_databases/politicians/collision.json,480,0.1625,0.16875,0.03333333333333333,0.16770833333333332,0.1670138888888889,0.16729166666666667,160,0.0,0.05,0.05
data/custom_databases/politicians/prompts/collision/prompts_fewshot_questions.jsonl,data/custom_databases/politicians/collision.json,480,0.09791666666666667,0.11875,0.0,0.11961939102564104,0.12534722222222222,0.11836970899470897,160,0.0,0.04375,0.04375
data/custom_databases/politicians/prompts/collision/prompts_paraphrased_questions.jsonl,data/custom_databases/politicians/collision.json,480,0.15416666666666667,0.17291666666666666,0.11041666666666666,0.1679166666666667,0.1722222222222222,0.16756944444444447,160,0.0,0.1,0.1
data/custom_databases/politicians/prompts/noise/prompts_cloze.jsonl,data/custom_databases/politicians/noise.json,540,0.0,0.024074074074074074,0.012962962962962963,0.003239810298633828,0.022530864197530868,0.005398953869456107,180,0.0,0.0,0.0
data/custom_databases/politicians/prompts/noise/prompts_contextual_questions.jsonl,data/custom_databases/politicians/noise.json,540,0.0,0.022222222222222223,0.08333333333333333,0.0028809660419057332,0.010493827160493827,0.0032903207903207904,180,0.0,0.0,0.0
data/custom_databases/politicians/prompts/noise/prompts_continuations.jsonl,data/custom_databases/politicians/noise.json,540,0.0,0.03333333333333333,0.22407407407407406,0.0012345679012345679,0.003703703703703704,0.001851851851851852,180,0.0,0.0,0.0
data/custom_databases/politicians/prompts/noise/prompts_direct_questions.jsonl,data/custom_databases/politicians/noise.json,540,0.001851851851851852,0.020370370370370372,0.037037037037037035,0.0049970605526161085,0.007407407407407408,0.005277777777777778,180,0.005555555555555556,0.0,0.0
data/custom_databases/politicians/prompts/noise/prompts_fewshot_questions.jsonl,data/custom_databases/politicians/noise.json,540,0.0,0.011111111111111112,0.0,0.0017673050543420914,0.011111111111111112,0.0028760972247562286,180,0.0,0.0,0.0
data/custom_databases/politicians/prompts/noise/prompts_paraphrased_questions.jsonl,data/custom_databases/politicians/noise.json,540,0.0,0.014814814814814815,0.11666666666666667,0.002826797385620915,0.013888888888888888,0.004570685974194745,180,0.0,0.0,0.0
data/custom_databases/sports/prompts/alias/prompts_cloze.jsonl,data/custom_databases/sports/alias.json,600,0.0,0.03,0.051666666666666666,0.001923365985865986,0.008333333333333333,0.0027332621082621087,200,0.0,0.0,0.0
data/custom_databases/sports/prompts/alias/prompts_contextual_questions.jsonl,data/custom_databases/sports/alias.json,600,0.0,0.02666666666666667,0.06333333333333334,0.0011670595376557797,0.009166666666666667,0.002011121676619573,200,0.0,0.0,0.0
data/custom_databases/sports/prompts/alias/prompts_continuations.jsonl,data/custom_databases/sports/alias.json,600,0.0,0.051666666666666666,0.15666666666666668,0.002530874218374218,0.011111111111111112,0.0038841496194437376,200,0.0,0.0,0.0
data/custom_databases/sports/prompts/alias/prompts_direct_questions.jsonl,data/custom_databases/sports/alias.json,600,0.0,0.03333333333333333,0.041666666666666664,0.0031547619047619046,0.008055555555555557,0.00416830065359477,200,0.0,0.0,0.0
data/custom_databases/sports/prompts/alias/prompts_fewshot_questions.jsonl,data/custom_databases/sports/alias.json,600,0.0016666666666666668,0.03,0.0016666666666666668,0.0029229797979797977,0.009166666666666667,0.0035747863247863254,200,0.005,0.0,0.0
data/custom_databases/sports/prompts/alias/prompts_paraphrased_questions.jsonl,data/custom_databases/sports/alias.json,600,0.0,0.03666666666666667,0.13833333333333334,0.0026050264550264548,0.009166666666666667,0.0038439338439338446,200,0.0,0.0,0.0
data/custom_databases/sports/prompts/base/prompts_cloze.jsonl,data/custom_databases/sports/base.json,300,0.006666666666666667,0.02,0.02666666666666667,0.008293758529052647,0.01777777777777778,0.009438178780284044,100,0.0,0.01,0.01
data/custom_databases/sports/prompts/base/prompts_contextual_questions.jsonl,data/custom_databases/sports/base.json,300,0.006666666666666667,0.02666666666666667,0.10333333333333333,0.007838678487765706,0.022777777777777775,0.008825947009628224,100,0.0,0.01,0.01
data/custom_databases/sports/prompts/base/prompts_continuations.jsonl,data/custom_databases/sports/base.json,300,0.006666666666666667,0.05333333333333334,0.13,0.010931216931216932,0.025,0.01321127946127946,100,0.0,0.01,0.01
data/custom_databases/sports/prompts/base/prompts_direct_questions.jsonl,data/custom_databases/sports/base.json,300,0.013333333333333334,0.04666666666666667,0.05333333333333334,0.02217543859649123,0.03833333333333333,0.02588888888888889,100,0.02,0.01,0.01
data/custom_databases/sports/prompts/base/prompts_fewshot_questions.jsonl,data/custom_databases/sports/base.json,300,0.0,0.02,0.0033333333333333335,0.0008378317588843905,0.009444444444444443,0.0014920634920634922,100,0.0,0.0,0.0
data/custom_databases/sports/prompts/base/prompts_paraphrased_questions.jsonl,data/custom_databases/sports/base.json,300,0.006666666666666667,0.016666666666666666,0.13,0.008303030303030302,0.013333333333333334,0.009242979242979243,100,0.0,0.01,0.01
data/custom_databases/sports/prompts/collision/prompts_cloze.jsonl,data/custom_databases/sports/collision.json,474,0.09915611814345991,0.11392405063291139,0.02531645569620253,0.11047073324623584,0.11779184247538674,0.11047053287226502,158,0.0,0.03164556962025317,0.03164556962025317
data/custom_databases/sports/prompts/collision/prompts_contextual_questions.jsonl,data/custom_databases/sports/collision.json,474,0.18565400843881857,0.20253164556962025,0.08016877637130802,0.1950983197179952,0.20182841068917015,0.19255108159138618,158,0.0,0.0189873417721519,0.0189873417721519
data/custom_databases/sports/prompts/collision/prompts_continuations.jsonl,data/custom_databases/sports/collision.json,474,0.24261603375527427,0.29957805907172996,0.17088607594936708,0.2529100529100529,0.260196905766526,0.25273569023569026,158,0.0,0.03164556962025317,0.03164556962025317
data/custom_databases/sports/prompts/collision/prompts_direct_questions.jsonl,data/custom_databases/sports/collision.json,474,0.16877637130801687,0.20675105485232068,0.04219409282700422,0.18287370709089565,0.19549929676511957,0.1849205295407827,158,0.012658227848101266,0.012658227848101266,0.0189873417721519
data/custom_databases/sports/prompts/collision/prompts_fewshot_questions.jsonl,data/custom_databases/sports/collision.json,474,0.08649789029535865,0.10970464135021098,0.002109704641350211,0.09449843590416543,0.10654008438818564,0.09645038505798001,158,0.006329113924050633,0.056962025316455694,0.056962025316455694
data/custom_databases/sports/prompts/collision/prompts_paraphrased_questions.jsonl,data/custom_databases/sports/collision.json,474,0.14345991561181434,0.1540084388185654,0.09915611814345991,0.14959404168264928,0.15348101265822786,0.15047024002720202,158,0.0,0.03164556962025317,0.03164556962025317
data/custom_databases/sports/prompts/noise/prompts_cloze.jsonl,data/custom_databases/sports/noise.json,480,0.10208333333333333,0.12291666666666666,0.020833333333333332,0.11380019264790936,0.11458333333333333,0.10945044903926483,160,0.0,0.0375,0.0375
data/custom_databases/sports/prompts/noise/prompts_contextual_questions.jsonl,data/custom_databases/sports/noise.json,480,0.20208333333333334,0.21875,0.08333333333333333,0.20607480763180294,0.22152777777777777,0.20685666972882347,160,0.0,0.0375,0.0375
data/custom_databases/sports/prompts/noise/prompts_continuations.jsonl,data/custom_databases/sports/noise.json,480,0.25,0.3,0.17916666666666667,0.26652752340252345,0.26909722222222227,0.2620070496632997,160,0.0,0.05,0.05
data/custom_databases/sports/prompts/noise/prompts_direct_questions.jsonl,data/custom_databases/sports/noise.json,480,0.17708333333333334,0.225,0.035416666666666666,0.19612009496781171,0.20625,0.19447916666666673,160,0.0125,0.04375,0.05625
data/custom_databases/sports/prompts/noise/prompts_fewshot_questions.jsonl,data/custom_databases/sports/noise.json,480,0.08125,0.10833333333333334,0.0020833333333333333,0.08856406507722299,0.09999999999999999,0.08789672722925013,160,0.0,0.05,0.05
data/custom_databases/sports/prompts/noise/prompts_paraphrased_questions.jsonl,data/custom_databases/sports/noise.json,480,0.14583333333333334,0.16458333333333333,0.08958333333333333,0.15493059389440972,0.16145833333333334,0.15513698107448107,160,0.0,0.0375,0.0375
data/released_database/prompts/prompts_cloze.jsonl,data/released_database/lmlm_database.json,300,0.10666666666666667,0.12666666666666668,0.013333333333333334,0.12058441558441556,0.12224893162393163,0.11928213268213267,100,0.0,0.01,0.01
data/released_database/prompts/prompts_contextual_questions.jsonl,data/released_database/lmlm_database.json,300,0.19666666666666666,0.20666666666666667,0.05333333333333334,0.2119138387412381,0.22257794656324076,0.21263304307764339,100,0.0,0.01,0.01
data/released_database/prompts/prompts_continuations.jsonl,data/released_database/lmlm_database.json,300,0.27,0.29333333333333333,0.19666666666666666,0.29023507622645556,0.29025534188034197,0.2853884503296269,100,0.0,0.0,0.0
data/released_database/prompts/prompts_direct_questions.jsonl,data/released_database/lmlm_database.json,300,0.16,0.18,0.013333333333333334,0.17078739778739782,0.17491967427996843,0.17119640619289742,100,0.0,0.01,0.01
data/released_database/prompts/prompts_fewshot_questions.jsonl,data/released_database/lmlm_database.json,300,0.08666666666666667,0.11333333333333333,0.0,0.0971101297541596,0.10547619047619049,0.09644388476638219,100,0.0,0.01,0.01
data/released_database/prompts/prompts_paraphrased_questions.jsonl,data/released_database/lmlm_database.json,300,0.12333333333333334,0.16333333333333333,0.03333333333333333,0.13707972582972583,0.13527472527472525,0.1340859788359788,100,0.0,0.0,0.0
