prompt_file,database_path,state,count,exact_match,contains_match,unknown_rate,precision,recall,f1,paired_count,parametric_leakage,retrieval_mediated_correctness,retrieval_artifact_rate
data/custom_databases/countries/prompts/alias/prompts_cloze.jsonl,data/custom_databases/countries/alias.json,FULL,200,0.505,0.56,0.0,0.5112878787878787,0.5158333333333333,0.5124358974358975,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_cloze.jsonl,data/custom_databases/countries/alias.json,DEL-ON,200,0.09,0.155,0.0,0.11295454545454545,0.115,0.11243589743589741,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_cloze.jsonl,data/custom_databases/countries/alias.json,DEL-OFF,200,0.0,0.07,0.05,0.0043343299212864434,0.0275,0.007273310023310023,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_contextual_questions.jsonl,data/custom_databases/countries/alias.json,FULL,200,0.595,0.605,0.0,0.6025,0.6075,0.6041666666666667,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_contextual_questions.jsonl,data/custom_databases/countries/alias.json,DEL-ON,200,0.11,0.125,0.0,0.12416666666666666,0.12916666666666665,0.12583333333333332,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_contextual_questions.jsonl,data/custom_databases/countries/alias.json,DEL-OFF,200,0.0,0.11,0.145,0.004348008200949377,0.055,0.007845925774095784,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_continuations.jsonl,data/custom_databases/countries/alias.json,FULL,200,0.855,0.855,0.0,0.8575,0.8575,0.8575,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_continuations.jsonl,data/custom_databases/countries/alias.json,DEL-ON,200,0.185,0.185,0.0,0.20166666666666663,0.20166666666666663,0.20166666666666663,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_continuations.jsonl,data/custom_databases/countries/alias.json,DEL-OFF,200,0.005,0.115,0.57,0.014349567099567102,0.0575,0.020327131202131202,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_direct_questions.jsonl,data/custom_databases/countries/alias.json,FULL,200,0.75,0.755,0.0,0.7566666666666667,0.7566666666666667,0.7566666666666667,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_direct_questions.jsonl,data/custom_databases/countries/alias.json,DEL-ON,200,0.2,0.21,0.0,0.2175,0.2175,0.2175,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_direct_questions.jsonl,data/custom_databases/countries/alias.json,DEL-OFF,200,0.0,0.125,0.13,0.00609183177933178,0.0425,0.010538572538572537,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_fewshot_questions.jsonl,data/custom_databases/countries/alias.json,FULL,200,0.25,0.265,0.0,0.2525,0.2525,0.2525,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_fewshot_questions.jsonl,data/custom_databases/countries/alias.json,DEL-ON,200,0.09,0.105,0.0,0.0925,0.0925,0.0925,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_fewshot_questions.jsonl,data/custom_databases/countries/alias.json,DEL-OFF,200,0.0,0.065,0.005,0.010241155186277138,0.045,0.014504329004329004,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/alias.json,FULL,200,0.56,0.58,0.0,0.5658333333333333,0.5658333333333333,0.5658333333333333,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/alias.json,DEL-ON,200,0.135,0.165,0.0,0.15166666666666667,0.14916666666666667,0.15,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/alias/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/alias.json,DEL-OFF,200,0.0,0.12,0.155,0.008010100193923723,0.05583333333333334,0.013722820866783714,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_cloze.jsonl,data/custom_databases/countries/base.json,FULL,100,0.31,0.41,0.0,0.31058823529411766,0.315,0.31105263157894736,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_cloze.jsonl,data/custom_databases/countries/base.json,DEL-ON,100,0.01,0.11,0.0,0.022254901960784314,0.026666666666666665,0.02271929824561403,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_cloze.jsonl,data/custom_databases/countries/base.json,DEL-OFF,100,0.0,0.1,0.05,0.004120798319327731,0.04,0.007441202644291889,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_contextual_questions.jsonl,data/custom_databases/countries/base.json,FULL,100,0.67,0.68,0.0,0.67,0.67,0.67,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_contextual_questions.jsonl,data/custom_databases/countries/base.json,DEL-ON,100,0.04,0.08,0.0,0.05833333333333333,0.05833333333333333,0.05833333333333333,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_contextual_questions.jsonl,data/custom_databases/countries/base.json,DEL-OFF,100,0.0,0.1,0.12,0.011848924022837066,0.06,0.01698168498168498,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_continuations.jsonl,data/custom_databases/countries/base.json,FULL,100,0.84,0.84,0.0,0.84,0.84,0.84,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_continuations.jsonl,data/custom_databases/countries/base.json,DEL-ON,100,0.01,0.02,0.0,0.028333333333333332,0.028333333333333332,0.028333333333333332,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_continuations.jsonl,data/custom_databases/countries/base.json,DEL-OFF,100,0.0,0.21,0.53,0.04166666666666668,0.18,0.06666666666666665,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_direct_questions.jsonl,data/custom_databases/countries/base.json,FULL,100,0.58,0.59,0.0,0.58,0.58,0.58,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_direct_questions.jsonl,data/custom_databases/countries/base.json,DEL-ON,100,0.08,0.1,0.0,0.09833333333333333,0.09833333333333333,0.09833333333333333,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_direct_questions.jsonl,data/custom_databases/countries/base.json,DEL-OFF,100,0.0,0.08,0.01,0.012000000000000002,0.03,0.017142857142857144,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_fewshot_questions.jsonl,data/custom_databases/countries/base.json,FULL,100,0.23,0.26,0.0,0.23,0.23,0.23,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_fewshot_questions.jsonl,data/custom_databases/countries/base.json,DEL-ON,100,0.09,0.12,0.0,0.09,0.09,0.09,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_fewshot_questions.jsonl,data/custom_databases/countries/base.json,DEL-OFF,100,0.0,0.05,0.01,0.0013852813852813853,0.02,0.002575757575757576,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/base.json,FULL,100,0.54,0.58,0.0,0.545,0.545,0.545,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/base.json,DEL-ON,100,0.06,0.11,0.0,0.08333333333333331,0.08333333333333331,0.08333333333333331,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/base/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/base.json,DEL-OFF,100,0.0,0.12,0.03,0.010857142857142859,0.03,0.015873015873015876,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_cloze.jsonl,data/custom_databases/countries/collision.json,FULL,140,0.4357142857142857,0.5142857142857142,0.0,0.4361344537815126,0.4392857142857143,0.43646616541353384,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_cloze.jsonl,data/custom_databases/countries/collision.json,DEL-ON,140,0.11428571428571428,0.19285714285714287,0.0,0.12661064425770308,0.12976190476190477,0.12694235588972433,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_cloze.jsonl,data/custom_databases/countries/collision.json,DEL-OFF,140,0.0,0.12142857142857143,0.14285714285714285,0.006330615579565159,0.07142857142857142,0.011557985238763271,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_contextual_questions.jsonl,data/custom_databases/countries/collision.json,FULL,140,0.7,0.7142857142857143,0.0,0.7004464285714286,0.7071428571428572,0.7008403361344538,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_contextual_questions.jsonl,data/custom_databases/countries/collision.json,DEL-ON,140,0.10714285714285714,0.14285714285714285,0.0,0.13139880952380953,0.1369047619047619,0.13107843137254901,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_contextual_questions.jsonl,data/custom_databases/countries/collision.json,DEL-OFF,140,0.0,0.10714285714285714,0.1,0.012566099101036989,0.08095238095238094,0.019318881398713333,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_continuations.jsonl,data/custom_databases/countries/collision.json,FULL,140,0.8785714285714286,0.8785714285714286,0.0,0.8785714285714286,0.8785714285714286,0.8785714285714286,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_continuations.jsonl,data/custom_databases/countries/collision.json,DEL-ON,140,0.15,0.15714285714285714,0.0,0.17380952380952383,0.17261904761904762,0.1730952380952381,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_continuations.jsonl,data/custom_databases/countries/collision.json,DEL-OFF,140,0.0,0.17142857142857143,0.6285714285714286,0.03251443001443002,0.15238095238095237,0.05239760239760239,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_direct_questions.jsonl,data/custom_databases/countries/collision.json,FULL,140,0.6642857142857143,0.6785714285714286,0.0,0.6678571428571428,0.6714285714285714,0.6690476190476191,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_direct_questions.jsonl,data/custom_databases/countries/collision.json,DEL-ON,140,0.16428571428571428,0.19285714285714287,0.0,0.19166666666666668,0.19404761904761905,0.19214285714285717,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_direct_questions.jsonl,data/custom_databases/countries/collision.json,DEL-OFF,140,0.0,0.09285714285714286,0.014285714285714285,0.012305194805194805,0.05,0.018673469387755104,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_fewshot_questions.jsonl,data/custom_databases/countries/collision.json,FULL,140,0.17857142857142858,0.2,0.0,0.18214285714285713,0.18214285714285713,0.18214285714285713,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_fewshot_questions.jsonl,data/custom_databases/countries/collision.json,DEL-ON,140,0.07857142857142857,0.1,0.0,0.08571428571428572,0.08571428571428572,0.08571428571428572,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_fewshot_questions.jsonl,data/custom_databases/countries/collision.json,DEL-OFF,140,0.0,0.06428571428571428,0.007142857142857143,0.004475881261595547,0.033333333333333326,0.007465179747788444,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/collision.json,FULL,140,0.5285714285714286,0.5857142857142857,0.0,0.5446969696969697,0.5607142857142857,0.5485714285714286,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/collision.json,DEL-ON,140,0.14285714285714285,0.21428571428571427,0.0,0.17922077922077925,0.19761904761904764,0.1835714285714286,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/collision/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/collision.json,DEL-OFF,140,0.0,0.12142857142857143,0.04285714285714286,0.013453153988868273,0.060714285714285714,0.020918367346938777,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_cloze.jsonl,data/custom_databases/countries/noise.json,FULL,180,0.43333333333333335,0.5222222222222223,0.0,0.43805827886710236,0.44259259259259254,0.43873294346978564,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_cloze.jsonl,data/custom_databases/countries/noise.json,DEL-ON,180,0.32222222222222224,0.4111111111111111,0.0,0.3269471677559913,0.3314814814814815,0.3276218323586745,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_cloze.jsonl,data/custom_databases/countries/noise.json,DEL-OFF,180,0.0,0.1111111111111111,0.03888888888888889,0.0056417230291818336,0.04259259259259259,0.009740062075111655,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_contextual_questions.jsonl,data/custom_databases/countries/noise.json,FULL,180,0.6666666666666666,0.6777777777777778,0.0,0.6703703703703704,0.6703703703703704,0.6703703703703704,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_contextual_questions.jsonl,data/custom_databases/countries/noise.json,DEL-ON,180,0.37777777777777777,0.40555555555555556,0.0,0.3888888888888889,0.3888888888888889,0.3888888888888889,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_contextual_questions.jsonl,data/custom_databases/countries/noise.json,DEL-OFF,180,0.0,0.09444444444444444,0.10555555555555556,0.009177363162870409,0.05,0.013589753420671294,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_continuations.jsonl,data/custom_databases/countries/noise.json,FULL,180,0.8777777777777778,0.8777777777777778,0.0,0.8777777777777778,0.8777777777777778,0.8777777777777778,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_continuations.jsonl,data/custom_databases/countries/noise.json,DEL-ON,180,0.3388888888888889,0.34444444444444444,0.0,0.35370370370370363,0.35370370370370363,0.35370370370370363,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_continuations.jsonl,data/custom_databases/countries/noise.json,DEL-OFF,180,0.0,0.17222222222222222,0.5944444444444444,0.02547364672364673,0.12777777777777777,0.04124623524623524,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_direct_questions.jsonl,data/custom_databases/countries/noise.json,FULL,180,0.6277777777777778,0.6333333333333333,0.0,0.6314814814814815,0.6314814814814815,0.6314814814814815,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_direct_questions.jsonl,data/custom_databases/countries/noise.json,DEL-ON,180,0.45555555555555555,0.46111111111111114,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_direct_questions.jsonl,data/custom_databases/countries/noise.json,DEL-OFF,180,0.0,0.06666666666666667,0.011111111111111112,0.0074603174603174605,0.022222222222222223,0.010912698412698414,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_fewshot_questions.jsonl,data/custom_databases/countries/noise.json,FULL,180,0.3055555555555556,0.3333333333333333,0.0,0.30925925925925923,0.30925925925925923,0.30925925925925923,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_fewshot_questions.jsonl,data/custom_databases/countries/noise.json,DEL-ON,180,0.23333333333333334,0.2611111111111111,0.0,0.24074074074074076,0.24074074074074076,0.24074074074074076,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_fewshot_questions.jsonl,data/custom_databases/countries/noise.json,DEL-OFF,180,0.011111111111111112,0.08333333333333333,0.027777777777777776,0.01287699414782748,0.040740740740740744,0.014394969328188992,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/noise.json,FULL,180,0.5666666666666667,0.5944444444444444,0.0,0.5694444444444444,0.5694444444444444,0.5694444444444444,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/noise.json,DEL-ON,180,0.36666666666666664,0.4,0.0,0.38333333333333336,0.38333333333333336,0.38333333333333336,0,0.0,0.0,0.0
data/custom_databases/countries/prompts/noise/prompts_paraphrased_questions.jsonl,data/custom_databases/countries/noise.json,DEL-OFF,180,0.0,0.10555555555555556,0.022222222222222223,0.006263227513227514,0.022222222222222223,0.00926278659611993,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_cloze.jsonl,data/custom_databases/politicians/alias.json,FULL,240,0.24583333333333332,0.25,0.0,0.25625,0.25416666666666665,0.2548611111111111,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_cloze.jsonl,data/custom_databases/politicians/alias.json,DEL-ON,240,0.03333333333333333,0.04583333333333333,0.0,0.05416666666666667,0.04791666666666667,0.05,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_cloze.jsonl,data/custom_databases/politicians/alias.json,DEL-OFF,240,0.0,0.008333333333333333,0.07083333333333333,0.0012099358974358976,0.0125,0.002175925925925926,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_contextual_questions.jsonl,data/custom_databases/politicians/alias.json,FULL,240,0.5625,0.5625,0.0,0.5646650326797386,0.5666666666666667,0.5647405660377359,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_contextual_questions.jsonl,data/custom_databases/politicians/alias.json,DEL-ON,240,0.06666666666666667,0.07083333333333333,0.0,0.07508169934640523,0.07847222222222222,0.07543501048218029,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_contextual_questions.jsonl,data/custom_databases/politicians/alias.json,DEL-OFF,240,0.0,0.029166666666666667,0.19166666666666668,0.001985915694502578,0.02222222222222222,0.0036022710693433086,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_continuations.jsonl,data/custom_databases/politicians/alias.json,FULL,240,0.7208333333333333,0.7291666666666666,0.0,0.7291666666666666,0.7256944444444445,0.7269444444444445,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_continuations.jsonl,data/custom_databases/politicians/alias.json,DEL-ON,240,0.075,0.08333333333333333,0.0,0.08680555555555555,0.08333333333333333,0.08430555555555556,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_continuations.jsonl,data/custom_databases/politicians/alias.json,DEL-OFF,240,0.0,0.09166666666666666,0.6083333333333333,0.0022302350427350426,0.007638888888888889,0.0033964646464646467,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_direct_questions.jsonl,data/custom_databases/politicians/alias.json,FULL,240,0.37916666666666665,0.38333333333333336,0.0,0.3868055555555555,0.3854166666666667,0.38569444444444445,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_direct_questions.jsonl,data/custom_databases/politicians/alias.json,DEL-ON,240,0.04583333333333333,0.04583333333333333,0.0,0.05347222222222223,0.05416666666666667,0.05375,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_direct_questions.jsonl,data/custom_databases/politicians/alias.json,DEL-OFF,240,0.0,0.008333333333333333,0.11666666666666667,0.0026781705948372616,0.015277777777777777,0.004315476190476191,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_fewshot_questions.jsonl,data/custom_databases/politicians/alias.json,FULL,240,0.175,0.175,0.0,0.2,0.19861111111111113,0.19916666666666666,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_fewshot_questions.jsonl,data/custom_databases/politicians/alias.json,DEL-ON,240,0.04583333333333333,0.05,0.0,0.07916666666666666,0.07569444444444444,0.07694444444444443,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_fewshot_questions.jsonl,data/custom_databases/politicians/alias.json,DEL-OFF,240,0.008333333333333333,0.029166666666666667,0.0,0.013182725409408846,0.028125,0.015249850052481632,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_paraphrased_questions.jsonl,data/custom_databases/politicians/alias.json,FULL,240,0.29583333333333334,0.29583333333333334,0.0,0.3,0.3,0.3,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_paraphrased_questions.jsonl,data/custom_databases/politicians/alias.json,DEL-ON,240,0.041666666666666664,0.04583333333333333,0.0,0.05,0.052083333333333336,0.050694444444444445,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/alias/prompts_paraphrased_questions.jsonl,data/custom_databases/politicians/alias.json,DEL-OFF,240,0.0,0.016666666666666666,0.3375,0.0015940656565656566,0.0125,0.002775549613784908,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_cloze.jsonl,data/custom_databases/politicians/base.json,FULL,120,0.26666666666666666,0.275,0.0,0.2833333333333333,0.2791666666666667,0.2805555555555556,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_cloze.jsonl,data/custom_databases/politicians/base.json,DEL-ON,120,0.016666666666666666,0.03333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.04027777777777777,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_cloze.jsonl,data/custom_databases/politicians/base.json,DEL-OFF,120,0.0,0.041666666666666664,0.008333333333333333,0.010083750671985966,0.059722222222222225,0.016211541368275115,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_contextual_questions.jsonl,data/custom_databases/politicians/base.json,FULL,120,0.43333333333333335,0.45,0.0,0.475,0.4666666666666667,0.4697222222222222,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_contextual_questions.jsonl,data/custom_databases/politicians/base.json,DEL-ON,120,0.05,0.05,0.0,0.07916666666666666,0.07777777777777778,0.07833333333333334,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_contextual_questions.jsonl,data/custom_databases/politicians/base.json,DEL-OFF,120,0.0,0.041666666666666664,0.31666666666666665,0.0029822683355292053,0.025,0.005181623931623932,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_continuations.jsonl,data/custom_databases/politicians/base.json,FULL,120,0.675,0.6833333333333333,0.0,0.6833333333333333,0.6805555555555555,0.6816666666666666,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_continuations.jsonl,data/custom_databases/politicians/base.json,DEL-ON,120,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_continuations.jsonl,data/custom_databases/politicians/base.json,DEL-OFF,120,0.0,0.058333333333333334,0.6166666666666667,0.005555555555555555,0.016666666666666666,0.008333333333333333,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_direct_questions.jsonl,data/custom_databases/politicians/base.json,FULL,120,0.5,0.5,0.0,0.5041666666666667,0.5041666666666667,0.5041666666666667,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_direct_questions.jsonl,data/custom_databases/politicians/base.json,DEL-ON,120,0.025,0.025,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_direct_questions.jsonl,data/custom_databases/politicians/base.json,DEL-OFF,120,0.0,0.025,0.11666666666666667,0.0,0.0,0.0,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_fewshot_questions.jsonl,data/custom_databases/politicians/base.json,FULL,120,0.275,0.2833333333333333,0.0,0.3044871794871795,0.30416666666666664,0.301984126984127,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_fewshot_questions.jsonl,data/custom_databases/politicians/base.json,DEL-ON,120,0.06666666666666667,0.075,0.0,0.10448717948717949,0.1013888888888889,0.10031746031746033,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_fewshot_questions.jsonl,data/custom_databases/politicians/base.json,DEL-OFF,120,0.0,0.05,0.0,0.007003205128205128,0.0375,0.011177248677248678,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_paraphrased_questions.jsonl,data/custom_databases/politicians/base.json,FULL,120,0.475,0.5,0.0,0.49583333333333335,0.4930555555555555,0.49277777777777776,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_paraphrased_questions.jsonl,data/custom_databases/politicians/base.json,DEL-ON,120,0.1,0.11666666666666667,0.0,0.12083333333333333,0.12083333333333333,0.11944444444444445,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_paraphrased_questions.jsonl,data/custom_databases/politicians/base.json,DEL-OFF,120,0.0,0.016666666666666666,0.43333333333333335,0.005,0.025,0.008055555555555555,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_cloze.jsonl,data/custom_databases/politicians/collision.json,FULL,160,0.25,0.25,0.0,0.25625,0.25625,0.25625,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_cloze.jsonl,data/custom_databases/politicians/collision.json,DEL-ON,160,0.01875,0.01875,0.0,0.025,0.025,0.025,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_cloze.jsonl,data/custom_databases/politicians/collision.json,DEL-OFF,160,0.0,0.03125,0.0125,0.007562813003989474,0.04479166666666667,0.012158656026206336,0,0.0,0.0,0.0
