fact,answer,fold,samples,samples_scored,l_rep,predicted,label_unseen,behavioral_l
0004a59e-08f5-4597-a4f5-3f1d2620944e,Antarctica,0,1,1,1.0,Antarctica,False,0.0
002ccc7a-39c7-4225-826c-041d5f5ae344,Antarctica,4,1,1,1.0,Antarctica,False,0.0
009b44ff-878e-4bd6-bf2b-bd1396ece39e,Chinese,4,1,1,0.0,French,False,0.0
00b80c73-0bea-4a75-a2ba-846101b7b30a,Nottingham,2,1,1,0.0,French,False,0.0
015ae7aa-a1f3-471d-aae0-836275735683,Catalan,2,1,1,0.0,Malagasy,False,0.0
01ce6a94-1c4f-4664-8ef4-07d5dee525d9,defensive midfielder,1,1,1,1.0,midfielder,False,0.0
0255884b-7e4c-4103-a55c-30fb9b198ab9,Libya,0,1,1,0.0,BBC,False,0.0
02ed2027-16fc-41bb-ace4-6af660f5482c,ESPN,3,1,1,0.0,NBC,False,0.0
03161dc0-3d38-4457-ab4f-618bdd21fb2c,Antarctica,2,1,1,1.0,Antarctica,False,0.0
03ae08dd-26a4-43ce-a289-4f95021df1b7,Siemens AG,2,1,1,0.0,Microsoft,False,0.0
04011add-c9a6-48f4-9b83-c98b4521d425,Nottingham,0,1,1,0.0,Dublin,False,0.0
04ccefe0-50e6-41ec-8e3d-3c43a7e51e82,hunting,1,1,1,0.0,Italian,False,0.0
04ddde5e-7b37-4e26-b4e1-f9abd2cdb30e,English,0,1,1,1.0,English,False,0.0
05c96e03-d471-4074-b219-212ace5e466e,Helsinki,3,1,1,0.0,English,False,0.0
062ebb5b-1a6f-4e7c-8283-daa9b579efa7,Bremen,3,1,1,0.0,Bordeaux,False,0.0
08422523-29ad-4868-9096-4ef4d2f08768,Bratislava,2,1,1,0.0,Russia,False,0.0
088164db-617f-4fca-bd3f-4cc54a82da13,screenwriter,1,1,1,0.0,English,False,0.0
09d8adc3-fbd5-42e2-80d5-5fc4ae3cf978,Paris,1,1,1,0.0,French,False,0.0
0a98b831-9122-422a-8d15-324619e90aa3,Swedish,1,1,1,0.0,English,False,1.0
0bfcf9bf-2c3e-4cea-a452-89d7fed81720,French,3,1,1,1.0,French,False,0.0
0d14af5e-a808-478f-b3e7-06ef63c102bf,Saint Andrew,4,1,1,0.0,Russian,False,0.0
0de1fcb6-4d81-436c-860a-1614596f1d39,Welsh,2,1,1,0.0,English,False,0.0
0e95a2f8-d17f-4a0c-89a4-13c93950ce39,"Perth, Western Australia",1,1,1,0.0,Birmingham,False,0.0
0eeec9c6-6170-456d-8ccc-95d0aed5990d,actress,4,1,1,0.0,French,False,0.0
0fbcaf93-3804-47e2-b373-e73c2edc6afd,BBC,0,1,1,1.0,BBC,False,0.0
1032b5fe-8a31-442a-bae4-806521db9ccc,Nissan Motors,0,1,1,0.0,Nokia,False,1.0
10beb965-2564-45ac-b577-27c7906133ff,mayor,2,1,1,0.0,Archbishop,False,0.0
10cd791d-57f3-42c9-8dee-20a08556af42,Oxfordshire,4,1,1,0.0,"Perth, Western Australia",False,0.0
1128c9e5-0faf-453a-bba1-3e546a781b6c,Bangkok,0,1,1,0.0,Beirut,False,0.0
1141188b-9990-451c-b71d-f4e0fdae0ede,guitar,0,1,1,0.0,Italian,False,0.0
12c69ca8-9f05-4c83-9f53-e5ef30436c73,French,3,1,1,1.0,French,False,1.0
130c8b2e-92ff-45c5-a57a-6276297fc058,Wellington,0,1,1,0.0,Karachi,False,0.0
134e31cd-dd20-4e07-be46-fe13062bb01e,Microsoft,1,1,1,0.0,Apple Inc.,False,0.0
1411716a-c40c-4b3c-a3aa-d83788826fcf,Bonn,3,1,1,0.0,Fairchild,False,0.0
145f9691-e9b1-45b0-a751-698c469f8a7f,English,3,1,1,0.0,French,False,0.0
146a27ae-9dca-4309-9f9f-2eea5660fdfd,Canadian,3,1,1,0.0,English,False,0.0
14732080-bb8e-4327-955b-061c381d4ad1,Melbourne,0,1,1,0.0,Colchester,False,1.0
147c0536-821a-446a-973c-2dca3793de7c,"Jerome, Idaho",4,1,1,0.0,Pennsylvania,False,1.0
149c4076-ac53-4aa3-8b4d-2bd84519a099,Worcestershire,2,1,1,0.0,Antarctica,False,0.0
150e3f6c-456f-4d85-9dae-5d18ce63d2f3,accordionist,2,1,1,0.0,French,False,0.0
1549eb04-5b62-4190-91e7-e0052d0515aa,Dudley,2,1,1,0.0,Bologna,False,0.0
169ee8e1-5448-4dca-bad2-b06c9de559c7,Thessaloniki,0,1,1,0.0,Italian,False,1.0
17d062a2-f15f-4c9a-b245-94e4c1eb5568,Cadillac,3,1,1,0.0,Ferrari,False,1.0
18256181-cb70-47d0-b7fa-b6b03a5e1d55,Delhi,1,1,1,0.0,Islam,False,1.0
1834029a-ea82-4560-b7e7-3b41197c4af2,physiologist,1,1,1,0.0,jazz,False,0.0
18341c0d-3186-483c-ac4e-c05f97285cee,Dutch,3,1,1,0.0,French,False,0.0
1840131a-59fc-4e54-84de-9a745a030e14,defensive midfielder,4,1,1,1.0,midfielder,False,0.0
185f2219-bbb4-4a52-9687-ceccae5b926d,Ferrari,1,1,1,0.0,Cadillac,False,0.0
18c6ea4a-8bb2-4fa4-9130-2486b17db592,Manchester,0,1,1,0.0,Apple Inc.,False,0.0
196234c4-3ce8-4ec2-b033-6782011c7a0a,Syria,3,1,1,1.0,Syria,False,0.0
19a11ebd-9f98-4985-8090-7ff67364ff9e,"Brooklyn, New York",2,1,1,0.0,"Atlanta, Georgia",False,0.0
1ad90e57-fcf3-4c11-8d9c-90e42a251879,studio album,3,1,1,0.0,BBC,False,0.0
1b7812d1-3e88-44b8-99dc-8b1b5b1ef3c4,French,3,1,1,1.0,French,False,1.0
1c627f8e-0a7f-4f4c-8223-92e2a8da6931,French,2,1,1,1.0,French,False,1.0
1d09ad96-1661-4ccf-aec2-74e252c1d968,Milan,1,1,1,0.0,Italian,False,0.0
1d40a3f2-54fd-40cb-817c-9dcf80f9a9a8,"Indianapolis, Indiana",4,1,1,0.0,"Victoria, British Columbia",False,0.0
1d7ded51-09f7-4c04-a66b-79873b4d346a,Riga,0,1,1,0.0,Sofia,False,0.0
1e65ed40-48e2-415f-9889-8b8f0f6e69e2,catcher,3,1,1,0.0,jazz,False,0.0
1f295679-ee8d-4b8b-bd61-d52097aa68ba,Roman Catholic Cardinal,4,1,1,0.0,French,False,0.0
1f76fc8d-fa59-42d8-9a1d-3637fc578c1a,"Atari, Inc.",2,1,1,0.0,Microsoft,False,1.0
1fddad49-16f9-4d73-985a-30b74a5f6e0c,Apple Inc.,2,1,1,0.0,Microsoft,False,0.0
1ff0a6b0-b44e-4aa0-b217-818fa2de2d8f,Japan,4,1,1,0.0,CBS,False,1.0
2029ee6b-3dda-4016-81ec-26bf1acb3355,Swedish Idol,1,1,1,0.0,NBC,False,1.0
2033632f-ba0e-4beb-92ee-5d557838c592,English,0,1,1,0.0,French,False,0.0
21cf226d-8cf3-4a29-96e8-3eb27d2a1d55,Salisbury,3,1,1,0.0,"Brisbane, Australia",False,0.0
22c86836-bc19-4304-892a-b6339006e146,Telugu,4,1,1,0.0,Malayalam–language,False,0.0
2371db10-658c-47c2-973e-a49322ba31fc,English,2,1,1,1.0,English,False,0.0
2395f92e-05d0-45b7-84b9-7c7a2fbdd660,"Indianapolis, Indiana",0,1,1,0.0,Michigan,False,1.0
2420b0d9-c5d7-47bb-82ba-5f74c129b7e2,Germany,0,1,1,0.0,Switzerland,False,0.0
245f8bcb-a52b-4d52-b527-f417e70ebbcb,Antarctica,0,1,1,1.0,Antarctica,False,0.0
24c3c84d-3ca6-45d8-a957-ed0e336b9923,Queensland,4,1,1,0.0,Ontario,False,0.0
26dde209-6a24-48c0-8bf6-c8eca1b3f18e,Milan,1,1,1,0.0,Italian,False,0.0
26e3dd2f-e730-4c56-9971-0ebafb58de67,Antarctica,3,1,1,1.0,Antarctica,False,0.0
2780a04d-f36d-4a90-a1c2-8d82da7356f9,left winger,1,1,1,1.0,midfielder,False,1.0
28455540-59ae-497f-89ad-05eefb1a690d,Antarctica,4,1,1,1.0,Antarctica,False,1.0
284b9670-2581-44fd-92c9-f20a37622512,Sega,4,1,1,0.0,Apple Inc.,False,1.0
2918f582-ff35-4bab-869d-49ef3bff41f9,Italian,3,1,1,0.0,French,False,0.0
299f49a6-dbcb-4da2-b437-a4cfdcdc028f,Russian,3,1,1,0.0,NATO,False,0.0
29ad71c7-f290-4b97-a75b-6c6bbe31c5e1,Sofia,3,1,1,0.0,Russia,False,0.0
29d0e2c7-67c7-4ab8-a097-76508445e56c,"Montreal, Quebec",2,1,1,0.0,Toronto,False,0.0
2bff9aae-0fb2-40c6-bd4b-5e9fbfada1e9,jazz,0,1,1,0.0,French,False,0.0
2c780c0e-a9d1-4a45-a023-54ff17b4749e,"Lawrence, Massachusetts",4,1,1,0.0,"Sacramento, California",False,0.0
2cd733bb-3c9c-4782-bce9-72ed5cfa65cf,Granada,0,1,1,0.0,Vienna,False,1.0
2cd9af0e-78fc-46cf-8cec-b46d2cb89ddb,French,2,1,1,0.0,English,False,0.0
2d5b62d4-9e13-4fc1-a080-02078c1374c2,jazz,1,1,1,0.0,Danish,False,0.0
2e397825-6fc8-4ef5-8d16-6c8cd69c4114,Minnesota,4,1,1,0.0,"Pittsburgh, Pennsylvania",False,0.0
2e3ecfcb-5f3d-44bb-93f9-774a15579d42,sapling,0,1,1,0.0,Latin,False,1.0
2e5cef01-87b6-4abd-9f2d-b9368c325947,actress,0,1,1,1.0,actress,False,0.0
2f758adc-b197-4d5a-a93e-19436b8ce080,flour,2,1,1,0.0,bread,False,1.0
3096e768-0d9f-425f-9190-44d5d8e2593a,"Victoria, Australia",0,1,1,0.0,Canada,False,1.0
31790ac4-10eb-45f1-b68a-7f13e256750e,Australia,0,1,1,0.0,Kenya,False,0.0
31ecac67-6239-4682-99d4-baa570ae0738,Syria,2,1,1,1.0,Syria,False,0.0
31f751cd-9632-4802-89f6-b80e67b64cb2,Ipswich,2,1,1,0.0,Antarctica,False,1.0
31fdad62-c0fd-4d3b-964a-c7f4ff260bd4,flautist,3,1,1,0.0,jazz,False,0.0
3205895c-14cd-4516-8de8-e33e70ae9bc4,London,4,1,1,0.0,BBC,False,1.0
3252490a-0319-4c3f-9292-0eb70352062a,BBC,1,1,1,0.0,jazz,False,1.0
32f1b6e1-6ae0-4868-8401-c3b4f3b6b276,anthropologist,0,1,1,0.0,actor,False,0.0
334eed48-9b35-42d7-9082-75542bbb3067,quarterback,4,1,1,0.0,defensive midfielder,False,0.0
338980ca-295f-497d-b19e-87f9a7e76caa,bread,0,1,1,0.0,Italian,False,0.0
3398c5ec-068c-429b-b6bc-2d8cd167772e,NBC,2,1,1,1.0,NBC,False,0.0
33f92ed8-e9b3-4b89-a291-6027a843a740,French,3,1,1,1.0,French,False,0.0
345521ce-669c-4f2d-8881-549975bf67f8,Malagasy,3,1,1,0.0,Catalan,False,0.0
36ec690a-3450-4a7f-80eb-07577c33cc9f,Apple Inc.,2,1,1,1.0,Apple Inc.,False,1.0
3713369a-a6d0-455b-9142-fb39433abbbd,Montreal,1,1,1,0.0,French,False,0.0
379b8310-9cc8-4fec-b980-f8322242663c,French,1,1,1,0.0,Norwegian,False,0.0
384461ea-e14c-44f3-bccd-2b24561af0ab,bishop,3,1,1,0.0,French,False,0.0
38ac80c3-bbd0-483d-9de3-7279933e1b93,Texas,3,1,1,0.0,Canada,False,1.0
39621517-ecbb-41fe-bd80-d80c84dabec3,Italy,1,1,1,0.0,Archbishop,False,1.0
397c47da-f277-4d0d-9866-41d1d4b3ede3,topology,1,1,1,0.0,Buddhist,False,0.0
398a8fd9-2471-4c67-b8f3-ed71c195ad55,midfielder,4,1,1,1.0,midfielder,False,0.0
3a085760-6c8b-47fa-b2b3-26ff77f1fd6c,Indiana,0,1,1,0.0,Russia,False,0.0
3a2573c2-36bb-4dd9-a702-50b706539a97,Norwegian,3,1,1,0.0,French,False,0.0
3a45c971-ef98-463b-aa51-a1614f90c9ec,English,4,1,1,1.0,English,False,0.0
3b872e41-5b73-4add-b043-0608ddff1957,"Northwest, Washington, D.C.",2,1,1,0.0,Toronto,False,0.0
3bc5347d-e8f1-49e4-b176-cb3abcbc9cb8,Minneapolis,0,1,1,0.0,"Pittsburgh, Pennsylvania",False,0.0
3bd74c79-e7d3-4444-a083-1ada1dccd90e,Boston,2,1,1,0.0,Toronto,False,0.0
3c06eddd-f230-4d04-8040-5277d545567d,Jerusalem,1,1,1,0.0,Bergen,False,1.0
3c43a6db-1ca6-4946-8bcd-ff36e959bbe6,Dutch,4,1,1,0.0,French,False,0.0
3cfd66cc-9e04-4419-a7ea-393a13c489c7,"Carlisle, Cumbria",4,1,1,0.0,Toronto,False,0.0
3d8b855a-a427-4928-a09b-db884cccaa0a,diplomat,1,1,1,0.0,French,False,0.0
3d8eddb0-046f-4a4b-8507-5d8a45e5e860,Calcutta,0,1,1,0.0,London,False,0.0
3dbf6900-326f-4196-93d0-c1a52a2b0272,midfielder,4,1,1,1.0,midfielder,False,0.0
3dd2e544-c8ea-45da-8e2e-dc4f747b8e12,midfielder,0,1,1,1.0,midfielder,False,0.0
3e3bca08-eb8d-4810-b3d5-ac1cc7f9396d,Ontario,2,1,1,0.0,BBC,False,0.0
3ec534b0-61a0-43a3-a3d0-b4e28597cbd5,Munich,2,1,1,0.0,Paris,False,0.0
3ec7b5da-852f-4b33-8bb3-c30c4660a3c3,Guangzhou,0,1,1,0.0,California,False,0.0
3ee4e03c-498b-421b-8ce0-c4ba56ef0677,ESPN,2,1,1,0.0,jazz,False,0.0
3f2c0415-dd25-4a75-97d0-73708f7dd8df,Aragon,1,1,1,0.0,Cheshire,False,0.0
3f3a2470-9f21-4d26-84e0-aa7b75c859bb,Italian,4,1,1,1.0,Italian,False,1.0
3f80eb39-c2d2-45e3-9776-7be8058dcadb,Chevrolet,0,1,1,1.0,Chevrolet,False,0.0
3fdc2c88-d4a2-4048-b5a3-9c997f770eb2,Michigan,1,1,1,0.0,French,False,1.0
3fe6536b-b09a-4b1f-a6b2-e649362f757d,French,4,1,1,1.0,French,False,1.0
3ff14853-ee1e-48b3-8106-a2df1d1ca125,Bergen,4,1,1,0.0,Bremen,False,1.0
3ff4bb9c-dd92-4c8a-bdac-3928e9fb450b,Beijing,0,1,1,0.0,Barcelona,False,1.0
4054e3df-e21c-4baf-ba3c-baf1ea2160d7,Antarctica,3,1,1,1.0,Antarctica,False,0.0
413a1f3a-bf47-4b48-8f72-de24986a1526,"Detroit, Michigan",4,1,1,0.0,English,False,0.0
421c7a20-2c4d-4b61-a160-eee4239b71cb,French,0,1,1,1.0,French,False,0.0
428380ae-07d5-43ea-98fa-f94b81cd8e52,London,4,1,1,0.0,Paris,False,0.0
42ded509-e4dc-44fc-bb13-d931349aa1e2,English,3,1,1,1.0,English,False,0.0
434cd6df-500a-4217-813d-1bcf44903e85,Nissan,3,1,1,0.0,Russian-language,False,0.0
43b39f2d-fa12-4ca9-9afa-977cb8e00dda,Finnish,0,1,1,1.0,Finnish,False,1.0
43dc2393-7abc-431f-9e85-bd73c951f9ec,Russian Federation,0,1,1,1.0,Russia,False,1.0
448dabcc-1001-400a-a52c-dedf24d908c4,topology,4,1,1,1.0,topology,False,0.0
45646df6-173e-46a8-bab5-d4159af76499,Lyon,0,1,1,0.0,French,False,0.0
4577b9d2-6288-493b-9c01-9e777a377b44,pitcher,0,1,1,0.0,CBS,False,0.0
45c92a16-407d-48a8-a3b4-177968401529,Europe,4,1,1,0.0,Russian,False,0.0
46f718d1-352d-4b17-b1f4-fe46b0b7bfe9,Kabul province,0,1,1,0.0,Syria,False,0.0
4768f0b3-269e-416b-8a5d-297126a625a6,Canada,0,1,1,0.0,Archbishop,False,0.0
478ae898-8d7b-42c2-a595-e81e1d08cbaf,Kabul,0,1,1,0.0,Europe,False,0.0
47c79a58-a320-455a-a1a3-2813e0a098d3,Toronto,1,1,1,0.0,Worcestershire,False,0.0
486e7b62-16d9-4501-8150-98561e9b99d9,French,2,1,1,1.0,French,False,1.0
48cf0182-058f-4117-beb6-d2905098a4c1,Archbishop,4,1,1,1.0,Archbishop,False,0.0
48ff04eb-5e1e-422f-b14c-c5ba103fcd9f,Hungarian,1,1,1,0.0,French,False,1.0
493045ca-9f44-47eb-934a-fe2eeeed77a7,English,0,1,1,1.0,English,False,0.0
4978a677-f721-467d-85b3-b3338ea81e10,Microsoft,1,1,1,0.0,Nintendo,False,0.0
4b4d057b-0310-48e0-8c9e-e49b50e58109,Fairchild,2,1,1,0.0,Audi,False,1.0
4b8d0cce-07f7-4f11-a417-8dc0388adaed,Nissan Motors,0,1,1,0.0,Chevrolet,False,1.0
4b96a9cf-3f61-4910-838e-b85addee9943,Minsk,3,1,1,0.0,Russia,False,0.0
4bd35f11-2748-4460-82fc-684148964528,jazz,0,1,1,0.0,actor,False,0.0
4bdf1be5-47d2-4e1e-8944-1a40c814198b,Africa,1,1,1,0.0,Mauritius,False,1.0
4c6098ad-0022-41b9-9e91-9e8dded73b6f,poet,3,1,1,0.0,bishop,False,1.0
4d19284c-5694-4b13-adfb-72b465490eb3,BBC,1,1,1,1.0,BBC,False,1.0
4da9d55e-529d-4602-8b9d-96e6b61c972e,Antarctic,1,1,1,1.0,Antarctica,False,0.0
4df0fd72-a553-4c75-bf12-d7932d21ef72,Budapest,3,1,1,0.0,English,False,0.0
4df94d8d-5c48-474d-afa3-57229029dbf5,bishop,2,1,1,0.0,English,False,1.0
4e0d5a16-b96a-4fbf-81ec-5e5e8abe9659,Russia,1,1,1,0.0,Antarctica,False,1.0
4e257758-7af0-41ae-b607-cf855b35599a,Danish,2,1,1,0.0,Finnish,False,1.0
4e4474ca-7a48-49bf-88ae-a61486f0c4db,Amtrak,2,1,1,0.0,Canadian,False,0.0
4e781920-bc56-471f-b6ef-0b65be1f215a,Russia,0,1,1,1.0,Russia,False,0.0
4e7d3320-7e20-460f-9aa8-a0db8d8bcf99,Manchester,4,1,1,0.0,"London, England",False,0.0
4eed38ee-8c96-48e8-9075-c14c07355312,Decca Records,1,1,1,0.0,CBS,False,0.0
4f59efbd-453b-4377-8256-c1c59c0ffd73,abbot,2,1,1,0.0,bishop,False,0.0
4f91e3e6-935d-499b-8cbd-e22a97d11a3e,CBS,1,1,1,0.0,NBC,False,0.0
500970a2-0682-4dcc-b231-dc9f3bc6f8d0,"Nike, Inc.",1,1,1,0.0,catcher,False,0.0
50b08c5b-9ea2-4d8e-9f3d-8f5ede92048a,India,1,1,1,0.0,Bangalore,False,1.0
50b7e441-7020-4dd7-ba3f-321347073030,Spanish,2,1,1,0.0,French,False,0.0
50eb887e-ed25-418a-b472-4f731561aacb,IBM,2,1,1,0.0,Berlin,False,0.0
51038b2e-489f-4fcb-b401-f85419e9b6f5,"Miami, Florida",2,1,1,0.0,CBS,False,0.0
5105ec8e-2187-4d13-b3b3-8cc3968ed7d4,Dutch,2,1,1,0.0,French,False,1.0
51118870-a4e4-4878-9064-6d5e5460e09e,Hamburg,2,1,1,0.0,Chevrolet,False,1.0
51e71218-ab75-47a4-a715-350e473a4b53,Antarctica,2,1,1,1.0,Antarctica,False,0.0
51edf9cc-ff45-4a6f-a9e5-6e7bbd1c4aeb,Sarajevo,3,1,1,0.0,"Venice, Italy",False,0.0
51fec371-cd2c-46a0-b3de-983dc46bd505,French,2,1,1,1.0,French,False,0.0
525c575c-92fe-4fba-98b7-93304e258df6,Illinois,4,1,1,0.0,French,False,0.0
52e89e98-9185-467f-86e3-e1b3a10b43bf,Bremen,2,1,1,0.0,London,False,0.0
53383bac-8334-4e5a-8698-e00543b6f585,Volvo Cars,4,1,1,0.0,Chevrolet,False,1.0
5362da91-54ae-4f11-939c-60af0394d0d0,English,3,1,1,1.0,English,False,0.0
53b00256-2bfe-483d-9df1-9b3086b37bf5,Kenya,4,1,1,0.0,Antarctica,False,0.0
54521b20-3462-4321-9dd9-b33a7d2c26d9,"Savannah, Georgia",0,1,1,0.0,"Pittsburgh, Pennsylvania",False,0.0
545a7124-bbb4-4ea5-8f75-eed063a0668a,Archbishop,1,1,1,1.0,Archbishop,False,0.0
54d63cc2-f18e-4e66-9f9d-fc1f0706e100,Ukrainian,1,1,1,0.0,Russian,False,1.0
550fa0eb-02ca-4480-a580-7bb283cd19ef,Parma,4,1,1,0.0,Milan,False,0.0
554c9a0f-74d4-497a-8e17-2a0cb373497a,Bangalore,3,1,1,0.0,"Punjab, India",False,1.0
5570b2ba-1e23-4ec8-b1f8-c5687789190e,"Burlington, Ontario",3,1,1,0.0,Toronto,False,0.0
559391ff-25e0-4ae4-b02c-eea227215bfa,Archbishop,4,1,1,1.0,Archbishop,False,1.0
55a9aaf7-cf62-4ff7-98b1-c1ed64df664c,Nintendo,3,1,1,0.0,Microsoft,False,0.0
5690bd63-d7e7-4efc-bcf3-e5f272f22c72,Albania,4,1,1,0.0,Syria,False,1.0
56dc829c-24cf-480e-aff1-cfde3b1f9369,French,2,1,1,0.0,English,False,0.0
